"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Guinea","GIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7163906097412","","","","","","","47.09126","","","","","","","31.40642","","","","46.29505","","","","",
"Gambia, The","GMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.55502","","","","","","","","","","","","","60.7779","","67.16138","","","",
"Guinea-Bissau","GNB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","36.4014205932617","","","","","","","","","","","","","","","","","","","","","59.49285","","","","","","","","","","","","","","60.40235","","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.13137","","","","","","","","","","97.96704","","","","98.2","","","","",
"Greece","GRC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.9670486450195","","","","","","","","","","98.9839935302734","","","","","","","","","","98.94053","","","","99.52918","","99.56192","","99.49109","","98.81486","","","","","","","",
"Grenada","GRD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","98.9623565673828","","","","","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","","","","99.2","","","","","","","","","","99.2","","","","",
"Greenland","GRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9882125854492","","","","","","","","82.22026","","","","","","","","","","93.65347","91.85192","94.35425","","","","",
"Guam","GUM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","95.6110610961914","","","","","","","","","","99.879997253418","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.09894","","","","","96.68967","","","","",
"High income","HIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.94272","","","","","","93.92431","","","95.15069","95.925","94.98095","95.06649","95.67707","96.00751","96.12654","","96.51584",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8605918884277","58.45166015625","58.5595092773438","59.0821685791016","59.4104309082031","59.0597496032715","58.6727905273438","58.699779510498","58.7268218994141","58.5036010742188","58.7450981140137","59.1681518554688","58.9724082946777","59.7934112548828","60.3593788146973","60.8702812194824","62.5745086669922","63.3907814025879","65.2088012695313","64.4179382324219","63.5169410705566","64.999870300293","64.6943893432617","65.6320190429688","66.35539","68.81781","70.82815","71.15378","72.12926","72.87922","73.49469","74.51069","74.99119",
"Croatia","HRV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6358871459961","","","","","","","","","","99.64864","","","","","","","","","","99.72363","","","","","","","",
"Haiti","HTI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","51.153018951416","","","","","","","","","","","","","","","","","","","","","81.61633","","","72.34672","","","","","","","","","","82.99425","","",
"Hungary","HUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.3711471557617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8","","","","",
"IBRD only","IBD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","76.4773788452148","76.5463027954102","76.8300704956055","77.616096496582","78.3860015869141","79.1055526733398","79.7624816894531","80.5198211669922","81.0623474121094","81.7241973876953","82.2952423095703","82.8222503662109","83.6813201904297","84.4001007080078","84.8404388427734","85.3095397949219","85.6289367675781","85.9736175537109","86.1748504638672","86.4522323608398","86.7620697021484","87.1334228515625","88.3291091918945","89.3022994995117","89.6229934692383","90.3893280029297","90.358268737793","90.8014297485352","91.3626174926758","92.1394805908203","92.5061187744141","92.6877899169922","93.3434371948242","93.8678970336914","93.9572219848633","93.95593","94.22234","94.56782","94.84178","95.1523","95.40344","95.4991","95.67784","95.88198",
"IDA & IBRD total","IBT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.8936996459961","72.9460983276367","73.1951065063477","73.8515930175781","74.4948120117188","75.0866165161133","75.6326675415039","76.2896575927734","76.7711791992188","77.3540802001953","77.8641967773438","78.3279724121094","79.0907363891602","79.8338394165039","80.2642288208008","80.6919403076172","80.8913269042969","81.2644729614258","81.5090484619141","81.7780609130859","82.0444717407227","82.3782806396484","83.3487396240234","84.2205123901367","84.6050415039063","84.9654922485352","85.0276184082031","85.6267166137695","86.2227020263672","87.0881271362305","87.2446365356445","87.3478698730469","87.6293334960938","88.3210220336914","88.4514465332031","88.46793","88.73325","89.19401","89.50078","89.80181","90.08902","90.31701","90.51572","90.71134",
"IDA total","IDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","56.3258590698242","56.6168594360352","56.9044990539551","57.2292900085449","57.6070594787598","57.9295310974121","58.4442100524902","59.5383415222168","60.2376098632813","60.8757286071777","61.0096092224121","61.9893913269043","62.9212112426758","63.6755294799805","64.2861099243164","64.914436340332","65.5354309082031","66.5074768066406","67.4969100952148","66.7885818481445","67.3730316162109","68.6143569946289","69.4158935546875","70.6912384033203","70.3610916137695","70.4321136474609","69.8264923095703","71.3875885009766","72.0385208129883","72.54308","73.26094","74.53386","75.42821","76.18029","76.9878","77.90301","78.46917","78.93215",
"IDA blend","IDB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","61.8912582397461","61.9535789489746","62.1521492004395","62.361499786377","62.6101684570313","62.9000587463379","63.529541015625","64.1841735839844","64.8402099609375","65.608039855957","66.147819519043","68.5092697143555","70.5321731567383","71.4512405395508","72.323112487793","73.2007064819336","73.928108215332","74.4490509033203","75.2140884399414","71.566520690918","72.2097091674805","72.6130599975586","73.2358474731445","73.9013900756836","73.2348709106445","74.0917816162109","73.8188781738281","74.3709411621094","74.6836471557617","75.02067","75.1183","76.22079","76.10434","76.79236","77.48032","78.13172","78.2361","78.91063",
"Indonesia","IDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.4370880126953","","","","","","","","","","96.2075576782227","","","","","","","","","","","","","","98.70546","","96.65104","","99.46011","99.47374","","98.778","","","99.68022","99.67007","99.66881","","99.70708",
"IDA only","IDX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.5520210266113","53.9543418884277","54.2871398925781","54.6718406677246","55.1166915893555","55.4544105529785","55.9121017456055","57.2255516052246","57.946361541748","58.5191688537598","58.4486312866211","58.7339782714844","59.1117515563965","59.773380279541","60.242748260498","60.7299690246582","61.2834701538086","62.4730911254883","63.5674095153809","64.3510589599609","64.9016799926758","66.5680465698242","67.4578170776367","69.0429611206055","68.8832778930664","68.5459671020508","67.7644577026367","69.8441467285156","70.6692199707031","71.26175","72.30452","73.66982","75.08395","75.87047","76.73984","77.78845","78.58541","78.94284",
"Isle of Man","IMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.7845687866211","","","","","","","","","","61.9002799987793","","","","","","","","","","76.4257","","","","","81.13086","","","","","86.14488","","","","","","","91.66404",
"Not classified","INX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","56.4538612365723","","","","","","","","","","75.2049026489258","","","","","86.9742584228516","","","","","93.0282974243164","","","","","","","","","97.43153","96.64371","","97.87143","","","","98.0144","97.7773","97.93787","","98.10135","","",
"Iraq","IRQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7968","","","","","","","","","","","","","52.31889","","","","","56.33909",
"Iceland","ISL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.562858581543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.6433792114258","","","","","","","","","","","","","","","","","","","","99.81213","","","","","","","","","","99.85964","","","","","","","99.93",
"Jamaica","JAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6034088134766","","","","","","","","","","","","","","","96.3","","","","",
"Jordan","JOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","90.5084915161133","","","","","","","","","","","","","","","","","","","","","","","","99.13259","","98.97539","","98.94934","","","98.76235","99.14868","99.10572","","","","","","99.34374",
"Japan","JPN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7257232666016","","","","","","","","","","99.8451309204102","","","","","","","","","","99.83451","99.89736","","","","","","","","",
"Kenya","KEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.52818","","","","","","","82.39047","","","","","","","86.52563","","","","87.83",
"Kyrgyz Republic","KGZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6956329345703","","","","","","","","","","99.75185","","","","","","","","","99.75",
"Cambodia","KHM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3182067871094","","","","","","83.38286","","","","87.47138","87.13246","","","","","90.14187","92.21236","","","",
"Kiribati","KIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.2221603393555","","","","","78.9754409790039","","","","","87.4560623168945","","","","","","","","","","92.0430603027344","","","","","","","","","","99.73336","98.51217","98.44723","98.64335","","98.89911","","98.78226","99.15375","","99.25909","","99.24358","99.08013",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","86.3943176269531","86.425163269043","86.7366714477539","87.0654602050781","87.4050064086914","87.6242828369141","87.7228469848633","87.9467163085938","88.1532211303711","88.356819152832","88.5600433349609","88.769157409668","88.9581604003906","89.1667633056641","89.4586181640625","89.7805023193359","90.0746383666992","90.7532119750977","91.4440689086914","92.1203384399414","92.787483215332","93.4588394165039","93.8076171875","93.9184722900391","94.2275619506836","94.4352035522461","94.6607818603516","94.7870483398438","95.2088088989258","96.0495834350586","96.1882934570313","96.3864669799805","96.4797134399414","96.7864837646484","96.9372711181641","97.2606430053711","97.12869","97.58829","97.77512","97.74766","98.11979","98.20851","98.34314","98.39503","98.47703",
"Lao PDR","LAO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1336288452148","","","","","80.59856","78.45799","","","","83.93106","","","","","","72.05623","","","","92.46264","","","",
"Lebanon","LBN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.71479","","99.24335","","","","","","","","","99.75182",
"Liberia","LBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","47.6337890625","","","","","","","","","","","","","","","","","","","","","","","49.07411","","","","","","","","","","55.3987","",
"Libya","LBY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","89.3378982543945","","","","","","","","","","97.9000015258789","","","","","","","","","","99.6","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.7119598388672","87.719352722168","87.9800872802734","88.2571029663086","88.5485305786133","88.7333221435547","88.810546875","88.999153137207","89.1710815429688","89.3454208374023","89.5215835571289","89.7050933837891","89.8747329711914","90.050048828125","90.3487319946289","90.6762771606445","90.9415969848633","91.5489120483398","92.1684722900391","92.7741317749023","93.3716888427734","93.9708023071289","94.2828063964844","94.387077331543","94.6720886230469","94.8608932495117","95.0626907348633","95.1842575073242","95.5674591064453","96.3266296386719","96.4616165161133","96.6499481201172","96.7588272094727","97.0224914550781","97.1620483398438","97.47265625","97.34586","97.78465","97.93534","97.91309","98.22921","98.30261","98.4271","98.46508","98.54197",
"Least developed countries: UN classification","LDC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","51.7289581298828","52.1509895324707","52.4838905334473","52.8550491333008","53.2918586730957","53.6085510253906","54.0571784973145","55.4651412963867","56.1823806762695","56.7604484558105","56.6261215209961","56.8958282470703","57.2663192749023","57.9495086669922","58.8139305114746","59.2887916564941","59.8243293762207","61.0622596740723","62.1845703125","62.6771697998047","63.1563682556152","64.8381729125977","65.844596862793","67.5144271850586","67.2653884887695","66.8265686035156","65.7676696777344","67.9755706787109","69.3026962280273","69.94454","71.10161","72.64611","74.20123","74.96888","75.92133","77.06416","77.92856","78.3191",
"Low income","LIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","56.3195686340332","57.0299682617188","57.5677490234375","58.3115196228027","58.963939666748","59.603141784668","60.1285018920898","59.8605194091797","59.6227607727051","59.701530456543","59.797679901123","60.189811706543","60.3923606872559","60.7692108154297","60.5391311645508","60.8262405395508","60.9449996948242","61.3645286560059","63.3087615966797","63.8607406616211","65.729606628418","64.9485626220703","65.2525405883789","66.5300216674805","66.0558929443359","67.595100402832","67.85494","70.2123","72.18418","72.36996","73.10395","73.71168","74.22093","75.16231","75.55573",
"Liechtenstein","LIE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","91.043342590332","","","","","","","","","","","","","","","","","","","","95.58863","","","","","97.48406","","97.9818","","98.15793","","","","","","98.68899","98.85646","",
"Lower middle income","LMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","61.3960418701172","61.5054893493652","62.0516204833984","62.5467109680176","62.9839096069336","63.3292083740234","63.6055488586426","64.0821990966797","64.4632186889648","64.897216796875","65.3580169677734","65.8068923950195","67.0132369995117","67.4679718017578","68.3860778808594","69.2441787719727","69.9621505737305","71.1496505737305","72.0002365112305","72.915641784668","73.7155303955078","74.5657424926758","75.2876205444336","77.5145111083984","78.4652862548828","78.6030502319336","79.2995910644531","80.0301513671875","80.8827362060547","81.5996780395508","82.0828399658203","82.28759765625","82.5545196533203","84.2360229492188","84.6740875244141","84.94041","85.19934","85.99031","86.93522","87.63601","88.35201","88.88886","89.29466","89.7378",
"Low & middle income","LMY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.4599990844727","72.5298385620117","72.8016204833984","73.4881286621094","74.1613311767578","74.7817535400391","75.3558807373047","76.0398864746094","76.543212890625","77.1464080810547","77.6734008789063","78.1491088867188","78.9267730712891","79.6767501831055","80.1073913574219","80.5353927612305","80.7304229736328","81.0978012084961","81.3337631225586","81.5943832397461","81.8538208007813","82.1834411621094","83.1583023071289","84.0348587036133","84.421272277832","84.7863006591797","84.8513107299805","85.4633331298828","86.0718765258789","86.9522476196289","87.114372253418","87.2199096679688","87.5085678100586","88.2095718383789","88.3412399291992","88.36092","88.62765","89.09595","89.40685","89.7138","90.00287","90.23424","90.4376","90.63658",
"Lesotho","LSO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9269","","","","","","","","","83.19441","","","","","86.6322","","","","",
"Late-demographic dividend","LTE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","85.8140411376953","85.8391571044922","86.783317565918","87.6928482055664","88.5655288696289","89.307746887207","90.0635986328125","90.4705123901367","91.0019302368164","91.4920501708984","91.9129104614258","92.3590774536133","93.4961013793945","93.6196136474609","93.7440490722656","93.8379669189453","93.8880920410156","93.9458923339844","93.9934387207031","94.0574569702148","94.2757263183594","96.2942733764648","96.3826904296875","96.4885101318359","97.4866180419922","96.7897872924805","96.9540405273438","97.2815933227539","98.2119903564453","98.3351593017578","98.4611129760742","98.7488021850586","98.8111267089844","98.8359222412109","98.83225","98.96455","99.15822","99.22938","99.27649","99.29368","99.35594","99.39216","99.43443",
"Lithuania","LTU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6737594604492","","","","","","","","","","","","99.70167","","","","","","","","","","99.8558","","","","","","","",
"Luxembourg","LUX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7844085693359","","","","","","","","","","","99.75026","","","","","","","","","","","99.83543","","","","","","","",
"Macao SAR, China","MAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","94.7031173706055","","","","","","","","","","","","","","","","","","","","99.63354","","","","","99.64424","","","","","99.6729","","","","","99.79874","","",
"St. Martin (French part)","MAF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","44.137939453125","","","","","","","","","","","","58.4348907470703","","","","","","","","","","70.45759","","","","77.86296","79.47369","","81.51007","91.22096","","","","","","97.73",
"Monaco","MCO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7293472290039","","","","","","","","","","","99.52508","","","","","","","","","","","","99.45616","","99.81101","","","","",
"Madagascar","MDG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.23622","","","","","","","","","64.94025","","","76.82916","","","","","","81.19837",
"Maldives","MDV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","85.6089782714844","","","","","","","","95.5361862182617","","","","","98.1996231079102","","","","","98.1701202392578","","","","","98.17012","","","","","","99.30101","","","","","","","","99.26838","","98.75365","","",
"Middle East & North Africa","MEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","59.1769790649414","59.8067283630371","60.4673881530762","61.0583915710449","61.8552398681641","62.6277084350586","63.420768737793","64.3171234130859","65.2912902832031","66.2105712890625","67.4173812866211","68.7739028930664","70.1262969970703","71.6041870117188","72.6902618408203","73.9580612182617","75.1362609863281","77.46484375","78.9982681274414","80.041389465332","80.0097503662109","80.9497680664063","82.2594299316406","83.224006652832","83.9837036132813","84.6315078735352","85.3164672851563","85.9449768066406","86.719482421875","87.5954208374023","88.5490417480469","89.0916900634766","89.5365905761719","89.5716400146484","90.1940383911133","90.9223480224609","88.6748886108398","88.94845","88.99927","89.89291","90.44053","90.63163","90.76015","89.3989","89.69094","89.89539",
"Mexico","MEX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.9471969604492","","","","","","","","","","95.4182434082031","","","","","","","","","","96.61228","","97.60458","","97.56444","97.63584","97.89566","98.15609","98.3823","98.52466","98.43452","98.46177","98.87542","98.5645","99.00004","98.94471","99.1162","99.12469","99.31845",
"Marshall Islands","MHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.45878","","","","","","","",
"Middle income","MIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","74.189453125","74.2310409545898","74.4824829101563","75.1763000488281","75.8542327880859","76.4790878295898","77.041877746582","77.7298278808594","78.2242126464844","78.8276596069336","79.3484573364258","79.8290710449219","80.6258087158203","81.4064636230469","81.8478317260742","82.3010406494141","82.5739669799805","83.0379028320313","83.3350296020508","83.6607894897461","83.9585571289063","84.3429718017578","85.4253921508789","86.4652862548828","86.9086532592773","87.3399429321289","87.3973999023438","87.8875274658203","88.5233612060547","89.3206481933594","89.6260833740234","89.7510681152344","89.9757232666016","90.8781280517578","90.9086074829102","90.97489","91.04856","91.39607","91.80852","92.1399","92.46387","92.72766","92.88392","93.11619",
"North Macedonia","MKD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8611679077148","","","","","","","","98.7427","","","","","","","","","","","","98.6","","","","",
"Mali","MLI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","19.6462306976318","","","","","","","","","","","","","","","","","","","","","","24.1866703033447","","","","","","","","38.81612","","","","44.30171","47.13698","","","","49.36653","","","50.1347",
"Malta","MLT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","97.8669586181641","","","","","","","","","","96.0322723388672","","","","","","","","","","98.26503","","","","","","98.88194","","","","","","","99.30071",
"Myanmar","MMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","84.8970718383789","","","","","","","","","","","","","","","","","94.58631","","","","","","","","","","","","","","","","84.75116","","",
