"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","56.057788848877","56.7519607543945","57.438289642334","58.1556091308594","58.7741203308105","59.6208610534668","60.4473495483398","61.3066711425781","62.2815589904785","63.2877502441406","64.2081069946289","65.5039978027344","66.9582977294922","68.4304962158203","69.9875564575195","71.1247787475586","72.3951034545898","73.5873794555664","76.0761184692383","77.693489074707","78.8700103759766","78.7679061889648","79.7724685668945","81.1804428100586","82.1649627685547","82.9396591186523","83.4617233276367","84.1886520385742","84.8674087524414","85.658073425293","86.5807113647461","87.7165298461914","88.2795867919922","88.7304000854492","88.6929931640625","89.3146209716797","90.0752563476563","87.4719467163086","87.76475","87.68305","88.67626","89.29372","89.51443","89.65881","88.11003","88.42206","88.64732",
"Montenegro","MNE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.7301406860352","","","","","","","","","","99.1458587646484","","","","","","","","","","","","99.41027","","","","","","","","99.21182","","","","","","","99.11",
"Mongolia","MNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.71012","","","","","","","","","","98.46025","","","","","","","","98.63",
"Northern Mariana Islands","MNP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","43.644359588623","","","","","","","","","","","","","","","","","46.9700012207031","","","","","","61.89289","","","","","","67.14964","","","","","","70.5251","","70.91245","",
"Mauritania","MRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.33665","","","","","","","56.12243","","","","","","","","","","63.94781","",
"Mauritius","MUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1919937133789","","","","","","","","","","94.53896","","","","","","","","","","","98.13035","","","","","","","99.04203",
"Malawi","MWI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0176887512207","","","","","","","","","","","76.0074996948242","","","","","","","","","","","","72.13956","","","","76.08191","72.93561","","","",
"Malaysia","MYS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","87.9686431884766","","","","","","","","","","","95.5638809204102","","","","","","","","","97.2378","","","","","","","","","","98.41871","","","","","","97.61447","","",
"North America","NAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","97.4641571044922","","","","","","","","","","","","","98.7569808959961","","","","","","","99.0928802490234","","","","","","","","","","","","","","","","","","99.2","","","","",
"Niger","NER","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.79119","","","","36.54678","","","","","","","39.78773","","","","","","",
"Nigeria","NGA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1890563964844","","","","","","","","","","","","68.99378","","","","","66.38354","","","","","","","","","","75.02875",
"Nicaragua","NIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.22252","","","","87.00925","","","","","","","","","","91.57178","","","",
"Netherlands","NLD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","30.0384502410889","","","","","","","","","","49.6037216186523","","","","","","","","","","70.05362","","","","","","","","","","84.75715","","","","","","","92.39381",
"Nauru","NRU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.28133","","","","","97.62982","","97.74373","","","","99.09432","99.15373","98.70356","98.66244","98.61783",
"Other small states","OSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","83.403190612793","83.6484375","83.8614501953125","84.2669296264648","84.7283096313477","85.2123565673828","85.4411315917969","85.8078994750977","85.9430465698242","86.1331405639648","86.1980972290039","86.3628616333008","86.7578582763672","87.1903305053711","87.6716690063477","87.959342956543","87.9624710083008","88.4413070678711","88.6188125610352","88.748893737793","88.8349533081055","88.9729690551758","88.5332489013672","88.0270004272461","88.3059463500977","87.4515533447266","86.984","87.549","87.7804","88.10962","88.46619","89.26521","88.93432","89.2572","89.64841",
"Pakistan","PAK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","34.7833518981934","","","","","","","","","","","","","","","","","55.3305206298828","","","","","","","65.08658","69.1658","","71.11291","70.67627","71.25962","70.76933","72.58342","71.63622","72.7954","","","74.52638","",
"Panama","PAN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.106201171875","","","","","","","","","","95.0867767333984","","","","","","","","","","96.07985","","","","","","","","","","97.63853","","","","","","","","99.09909",
"Peru","PER","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","93.1197967529297","","","","","","","","","","","","95.3666305541992","","","","","","","","","","","96.75563","97.12376","97.75713","97.35622","","","","","98.69816","","98.97753","99.00954","98.88349","99.05748","99.02376",
"Philippines","PHL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","91.7889862060547","","","","","","","","","","96.5780792236328","","","","96.0367736816406","","","","","","95.08975","","","95.05721","","","","","97.7508","","","","","98.10835","","99.0826","","","",
"Palau","PLW","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","94.2757797241211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.83838","","98.66444","","","",
"Papua New Guinea","PNG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.67899","","","","","","","","","","67.9","","","","","","","","",
"Poland","POL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","99.7968292236328","","","","","","","","","","99.7968292236328","","","","","","","","","","99.7968292236328","","","","","","","","","","99.79683","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8950386047363","64.735710144043","65.1586532592773","65.8461685180664","66.3238525390625","66.0216674804688","66.2358474731445","66.6138305664063","67.0522537231445","67.1174468994141","67.5885696411133","68.1522979736328","68.1078491210938","68.942138671875","66.6959228515625","67.1463088989258","67.6037216186523","67.904411315918","68.6400527954102","67.8850173950195","66.6662292480469","66.2346801757813","65.7764892578125","65.2341766357422","65.80821","67.87456","69.64794","69.9546","70.80922","71.5159","72.09625","73.00987","73.69954",
"Puerto Rico","PRI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","93.7458572387695","","","","","","","","","","93.166877746582","","","","","","","","","","","","","","","","","","","","98.83418","","","","","","","92.38983","",
"Korea, Dem. People’s Rep.","PRK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.99964","","","","","","","","","","",
"Portugal","PRT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","97.9413528442383","","","","","","","","","","99.1994934082031","","","","","","","","","","","","","","","","","","","","99.43512","","","","","","","99.66392",
"Paraguay","PRY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","89.5878601074219","","","","","","","","","","95.6073379516602","","","","","","","","","","","","","","","98.79446","97.96424","98.49729","98.61045","","98.17792","98.89913","98.7138","98.6536","98.4506","","98.28152",
"West Bank and Gaza","PSE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0465393066406","","","","","","","98.94182","","99.09138","99.06206","99.01731","99.23326","99.24204","99.31232","99.28733","99.34833","99.36351","99.34061","99.38371","","99.33625",
"Pacific island small states","PSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9096069335938","95.9911270141602","96.089111328125","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5429306030273","","","","","","","","","","","94.7907485961914","","","","","","","95.92071","","","99.0601","95.68699","97.75925","","","","91.79358","93.64452","","95.46365","94.64411","",
"Romania","ROU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1074600219727","","","","","","","","","","97.76149","","","","","","","","","98.99569","","","","","","","99.42919",
"Russian Federation","RUS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.719596862793","","","","","","","","","","","","","99.7246","","","","","","","","99.7096","","","","","","","","99.69845",
"Rwanda","RWA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","52.2619285583496","","","","","","","","","","","","","74.8965377807617","","","","","","","","","77.62033","","","","","","","","","","77.34463","","82.33075","","85.06624","","","","86.49277",
"South Asia","SAS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8254203796387","47.7952690124512","48.5142402648926","49.1674499511719","49.7833099365234","50.2549781799316","50.5275115966797","51.2197685241699","51.7886085510254","52.351749420166","52.9452285766602","53.5751419067383","54.2196197509766","54.8150405883789","56.0973091125488","57.3018188476563","58.2477684020996","59.9382514953613","61.4147796630859","62.6218109130859","63.8091316223145","64.9691162109375","66.0068969726563","69.54833984375","70.8218688964844","71.9552993774414","72.9405364990234","74.0311279296875","75.2007904052734","76.2047119140625","77.1795806884766","78.2774887084961","78.7708129882813","81.0422897338867","81.9690704345703","82.21069","82.93099","83.87319","85.17338","85.98569","86.96437","88.08788","88.62944","89.26855",
"Saudi Arabia","SAU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8556137084961","","","","","","","","95.91316","","","","95.84969","","","","","","","","","99.22177","","","","99.30188","",
"Sudan","SDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.15559","","","","","","","","65.80535","","","","","","","","","","73",
"Senegal","SEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8661003112793","","","","","","","","","","","","","","49.12449","","","","50.85166","","","65.01491","","66.03274","","55.89594","","","","69.47841","",
"Singapore","SGP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.2881164550781","","","","","","","","","","98.9666976928711","","","","","","","","","","99.5046","","","","","","","","","","99.75182","99.8872","99.89494","99.89861","99.90047","99.7849","99.92658","99.93044","99.92963",
"Solomon Islands","SLB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.92761","","","","","","","","","57.02213","","","","","66.6486",
"El Salvador","SLV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9466400146484","","","","","","","","","","","","","","94.95099","93.56494","95.95747","95.02206","96.03446","96.54509","","97.22419","","97.94933","98.00859","97.98045","",
"San Marino","SMR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100",
"Somalia","SOM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","13.1400003433228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.30869","","","","","99.71982","","98.3",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.5743217468262","63.8783302307129","64.5217666625977","64.8318481445313","65.4507904052734","66.0102310180664","66.0973663330078","66.3424530029297","66.6976318359375","67.0321502685547","67.1397323608398","67.5321884155273","68.0169067382813","68.0047607421875","68.7196502685547","66.8818817138672","67.356819152832","68.576530456543","68.9796905517578","70.5287704467773","69.409049987793","68.4374084472656","68.889778137207","68.592658996582","69.3878479003906","69.98287","71.83363","73.41689","73.71203","74.42399","75.02964","75.53859","76.17895","76.57811",
"South Sudan","SSD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.70228","","","","","","","","","","47.90096",
"Sub-Saharan Africa","SSF","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.5802917480469","63.8840599060059","64.5271911621094","64.8370208740234","65.4557037353516","66.0149383544922","66.1020278930664","66.3469772338867","66.7020568847656","67.0364608764648","67.1439208984375","67.5362319946289","68.0207824707031","68.0085525512695","68.7232666015625","66.8856506347656","67.3604965209961","68.5800094604492","68.9830474853516","70.5318374633789","69.4121170043945","68.4404525756836","68.8926696777344","68.5954818725586","69.3905029296875","69.9854","71.83591","73.41895","73.71399","74.42582","75.03134","75.54018","76.18042","76.57948",
"Small states","SST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2681884765625","87.5080795288086","87.7816467285156","87.8974761962891","88.1274871826172","88.2001266479492","88.3217697143555","88.3630676269531","88.5200881958008","88.8313217163086","89.1718597412109","89.550651550293","89.7963180541992","89.828239440918","90.2019500732422","90.3566207885742","90.4716873168945","90.5502395629883","90.6678314208984","90.3230819702148","90.007438659668","90.2130432128906","89.5810699462891","89.23083","89.65158","89.81539","90.13818","90.42681","91.01677","90.75256","90.98322","91.27057",
"Sao Tome and Principe","STP","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","82.3992233276367","","","","","","","","","","93.8499603271484","","","","","","","","","","95.41546","","","","","","","80.20316","","","","96.7384","","","","","","97.78255",
"Suriname","SUR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.88114","","","","99.41642","","98.37664","","97.6679","","","","","","98.64556",
"Slovak Republic","SVK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7577362060547","","","","","","","","","","","","","99.8","","","","","","","","","","99.8","","","","",
"Sweden","SWE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","75.4524383544922","","","","","","","","","","83.7482376098633","","","","","","","","","","","","","","91.86324","","","","","","","","","","93.5023","","","","","","","","95.46937",
"Sint Maarten (Dutch part)","SXM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6499862670898","","","","","","","98.8133087158203","","","","","","","","99.06477","","","","","","","","98.97134","","","","","","","","99.07",
"Syrian Arab Republic","SYR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","74.2763977050781","","","","","","","","","","","","","","","","","","","","","95.18883","","92.45381","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3473796844482","","","","","","","37.55735","","","","41.67312","","","","","","","","","","","38.77242","30.79161","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","83.2320022583008","83.3628311157227","84.5932922363281","85.8108901977539","86.9674835205078","87.990592956543","88.9958267211914","89.5687026977539","90.2640228271484","90.8849105834961","91.406982421875","92.6380386352539","93.9514999389648","94.1039428710938","94.2430267333984","94.2337875366211","94.2114028930664","94.1619491577148","94.2142181396484","94.2660522460938","94.4607620239258","96.6870574951172","96.752799987793","96.8248901367188","97.8411102294922","96.9687271118164","97.0762634277344","97.2395324707031","98.2137985229492","98.2916717529297","98.2336120605469","98.5006713867188","98.8797378540039","98.8442001342773","98.82804","98.40607","98.43787","98.46217","98.65574","98.70607","98.72376","98.75681","98.78344",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","97.9072036743164","98.4137878417969","98.4295883178711","98.4282989501953","98.4500579833984","98.477783203125","98.476432800293","98.5159072875977","98.5288696289063","98.5643920898438","98.6023025512695","98.6392974853516","98.6752471923828","98.7152404785156","98.7470092773438","98.8053970336914","98.7848205566406","98.9036407470703","98.9332733154297","98.9561614990234","98.9554901123047","98.9207305908203","99.0324096679688","99.0324325561523","99.0587921142578","99.0997085571289","99.3793029785156","99.45265","99.53728","99.58257","99.62545","99.64995","99.6751","99.72597","99.72953","99.7469",
"Togo","TGO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.43957","","","","","","76.45294","","","81.73599","","79.88591","","","","84.29011","","","",
"Thailand","THA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","96.8673477172852","","","","","","","","","","","","","","","","","","","","97.97539","","","","","98.0509","","","","","96.59757","","","98.31388","","98.14663","","","",
"Tajikistan","TJK","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7035827636719","","","","","","","","","","","99.84706","","","","","","","","","","","","","","99.9","","","","",
"Turkmenistan","TKM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.810417175293","","","","","","","","","","","","","","","","","","","99.8","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.3329925537109","87.344856262207","87.6168670654297","87.9014663696289","88.1980895996094","88.3835296630859","88.4580383300781","88.6475830078125","88.8209228515625","88.9982681274414","89.1786880493164","89.3679122924805","89.5451507568359","89.7278671264648","90.0453720092773","90.3949279785156","90.6819076538086","91.3223495483398","91.97509765625","92.6127014160156","93.2402191162109","93.8672485351563","94.1962127685547","94.3109283447266","94.6100082397461","94.8082885742188","95.0176086425781","95.1338500976563","95.516242980957","96.2825088500977","96.4110565185547","96.5947570800781","96.7045288085938","96.9718627929688","97.1127090454102","97.4309387207031","97.30054","97.74882","97.90311","97.88083","98.20384","98.30925","98.43443","98.47127","98.54783",
"Timor-Leste","TLS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.52868","","","","","","","","83.53903",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","55.7154502868652","56.4189300537109","57.1122016906738","57.8352012634277","58.4572601318359","59.3083915710449","60.1384506225586","61.0014915466309","61.9812507629395","62.9919815063477","63.9161109924316","65.2197570800781","66.6844787597656","68.168571472168","69.7378463745117","70.8844909667969","72.166130065918","73.3690490722656","75.8809127807617","77.5125274658203","78.6990509033203","78.5926895141602","79.6041717529297","81.0234909057617","82.0155563354492","82.795539855957","83.3203811645508","84.0527114868164","84.7368469238281","85.5342178344727","86.4521026611328","87.598991394043","88.1668472290039","88.6193771362305","88.5776672363281","89.2024383544922","89.968017578125","87.3248977661133","87.61548","87.5261","88.52772","89.14802","89.36729","89.51045","87.93396","88.24876","88.47685",
"Tonga","TON","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","99.8192672729492","","","","","","","","","","","","","","","","","","","","99.3087387084961","","","","","","","","","","99.42476","","","","","99.43703","","","","","","","99.44112",
"South Asia (IDA & IBRD)","TSA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","47.8254203796387","47.7952690124512","48.5142402648926","49.1674499511719","49.7833099365234","50.2549781799316","50.5275115966797","51.2197685241699","51.7886085510254","52.351749420166","52.9452285766602","53.5751419067383","54.2196197509766","54.8150405883789","56.0973091125488","57.3018188476563","58.2477684020996","59.9382514953613","61.4147796630859","62.6218109130859","63.8091316223145","64.9691162109375","66.0068969726563","69.54833984375","70.8218688964844","71.9552993774414","72.9405364990234","74.0311279296875","75.2007904052734","76.2047119140625","77.1795806884766","78.2774887084961","78.7708129882813","81.0422897338867","81.9690704345703","82.21069","82.93099","83.87319","85.17338","85.98569","86.96437","88.08788","88.62944","89.26855",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","63.5802917480469","63.8840599060059","64.5271911621094","64.8370208740234","65.4557037353516","66.0149383544922","66.1020278930664","66.3469772338867","66.7020568847656","67.0364608764648","67.1439208984375","67.5362319946289","68.0207824707031","68.0085525512695","68.7232666015625","66.8856506347656","67.3604965209961","68.5800094604492","68.9830474853516","70.5318374633789","69.4121170043945","68.4404525756836","68.8926696777344","68.5954818725586","69.3905029296875","69.9854","71.83591","73.41895","73.71399","74.42582","75.03134","75.54018","76.18042","76.57948",
"Trinidad and Tobago","TTO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.2193984985352","","","","","","","","","","99.3000030517578","","","","","","","","","","99.4","","","","","","","","","","99.6","","","","","","","","",
"Tunisia","TUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","74.2841186523438","","","","","","","","","","","","","","","","","","","","94.33898","","","96.29969","96.79426","","97.17172","97.30444","96.865","","96.2091","","","","",
